Bait	Prey	#Rep	#Pep	AvgP	BFDR
MEPCE	gi|14165437|gn|HNRNPK:3190| heterogeneous nuclear ribonucleoprotein K isoform a [Homo sapiens]	3	19	0.8467479	0.0217271
EIF4A2	gi|14165466|gn|PTBP1:5725| polypyrimidine tract-binding protein 1 isoform c [Homo sapiens]	3	13	0.9996485	0.0000203
MEPCE	gi|14165466|gn|PTBP1:5725| polypyrimidine tract-binding protein 1 isoform c [Homo sapiens]	3	13	0.4056458	0.2195358
EIF4A2	gi|14210536|gn|TUBB6:84617| tubulin beta-6 chain [Homo sapiens]	3	8	0.0947395	0.4935372
MEPCE	gi|14210536|gn|TUBB6:84617| tubulin beta-6 chain [Homo sapiens]	3	8	0.1705548	0.4205355
EIF4A2	gi|14211889|gn|DPY30:84661| protein dpy-30 homolog [Homo sapiens]	3	1	0.3230194	0.2896817
MEPCE	gi|14211889|gn|DPY30:84661| protein dpy-30 homolog [Homo sapiens]	3	1	0.2870970	0.3203469
EIF4A2	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	0.0389717	0.5525611
MEPCE	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	3	0.1078190	0.4848114
EIF4A2	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	0.9998833	0.0000054
MEPCE	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	2	1.0000000	0.0000000
EIF4A2	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	0.4028126	0.2219118
MEPCE	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	7	0.4725897	0.1793542
EIF4A2	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	0.3011210	0.3070714
MEPCE	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	7	0.4874094	0.1724715
EIF4A2	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	0.3380540	0.2724923
MEPCE	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	1	0.0065496	0.6165932
EIF4A2	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	0.0002165	0.6643635
MEPCE	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	1	0.0042710	0.6283086
EIF4A2	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	0.9930268	0.0004834
MEPCE	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	5	1.0000000	0.0000000
EIF4A2	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	0.0334642	0.5592759
MEPCE	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	1	0.3622475	0.2540754
EIF4A2	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	0.1267004	0.4626447
MEPCE	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	6	0.0734979	0.5157897
EIF4A2	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	0.1700786	0.4211587
MEPCE	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	2	0.0048347	0.6261203
EIF4A2	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	0.9697070	0.0024262
MEPCE	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	5	0.5985731	0.1156021
EIF4A2	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	0.0971553	0.4922240
MEPCE	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	4	0.0893863	0.4979832
EIF4A2	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	0.4302452	0.2027513
MEPCE	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	6	0.5166004	0.1524458
EIF4A2	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	0.2586987	0.3461503
MEPCE	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	11	0.1293925	0.4592391
EIF4A2	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	0.2355705	0.3632906
MEPCE	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	1	0.1764484	0.4148843
EIF4A2	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	0.1510486	0.4414778
MEPCE	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	1	0.0604559	0.5282681
EIF4A2	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	0.2705685	0.3336170
MEPCE	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	6	0.7699022	0.0405312
EIF4A2	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	0.0018930	0.6457610
MEPCE	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	1	0.0005664	0.6584701
EIF4A2	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	0.9999986	0.0000001
MEPCE	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	13	0.9448737	0.0060509
EIF4A2	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	0.0003882	0.6618621
MEPCE	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	1	0.3874237	0.2340741
EIF4A2	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	0.1993515	0.3962493
MEPCE	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	1	0.1796135	0.4120320
EIF4A2	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	0.8477511	0.0210208
MEPCE	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	8	0.5129017	0.1544848
EIF4A2	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	0.6775834	0.0746078
MEPCE	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	1	0.8334702	0.0271264
EIF4A2	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	0.2354941	0.3636428
MEPCE	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	1	0.1752197	0.4158313
EIF4A2	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	0.2618780	0.3432410
MEPCE	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	1	0.2046694	0.3913226
EIF4A2	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	0.1530961	0.4385103
MEPCE	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	2	0.9086719	0.0102496
EIF4A2	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	0.2252610	0.3713447
MEPCE	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	1	0.7007663	0.0609448
EIF4A2	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	0.9055336	0.0109902
MEPCE	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	3	0.4620147	0.1886513
EIF4A2	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	0.3729323	0.2459915
MEPCE	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	4	0.2531136	0.3497545
EIF4A2	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	0.9930417	0.0004572
MEPCE	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	14	0.8378898	0.0246008
EIF4A2	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	0.1642567	0.4270240
MEPCE	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	1	0.0790678	0.5100418
EIF4A2	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	0.1253060	0.4648974
MEPCE	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	1	0.1572576	0.4349175
EIF4A2	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	0.0012422	0.6514859
MEPCE	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	1	0.0256153	0.5684568
EIF4A2	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	0.0682543	0.5212160
MEPCE	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	4	0.2655303	0.3384605
EIF4A2	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	0.0154166	0.5848290
MEPCE	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	1	0.0505479	0.5382744
EIF4A2	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	0.1682431	0.4233303
MEPCE	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	8	0.0921814	0.4958948
EIF4A2	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	0.1105432	0.4816125
MEPCE	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	3	0.0015859	0.6481931
EIF4A2	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	0.6933421	0.0665347
MEPCE	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	4	0.7410398	0.0506648
EIF4A2	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	0.0012706	0.6513375
MEPCE	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	4	0.0051760	0.6237371
EIF4A2	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	0.9976476	0.0001534
MEPCE	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	7	0.9999999	0.0000000
EIF4A2	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	0.0000157	0.6676437
MEPCE	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	1	0.0000646	0.6661481
EIF4A2	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	0.0012075	0.6516342
MEPCE	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	1	0.0000297	0.6672371
EIF4A2	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	0.0005203	0.6591822
MEPCE	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	1	0.1382316	0.4508769
EIF4A2	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	0.4414817	0.1978643
MEPCE	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	27	0.4530502	0.1925166
EIF4A2	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	0.3405267	0.2690245
MEPCE	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	1	0.0137360	0.5918594
EIF4A2	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	0.8351844	0.0256848
MEPCE	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	7	0.9999977	0.0000001
EIF4A2	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	0.8897208	0.0136156
MEPCE	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	5	0.9992718	0.0000473
EIF4A2	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	0.5374835	0.1417293
MEPCE	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	2	0.9999997	0.0000000
EIF4A2	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	0.7330466	0.0520886
MEPCE	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	6	0.1356283	0.4529097
EIF4A2	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	0.0078977	0.6113909
MEPCE	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	1	0.6673698	0.0849600
EIF4A2	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	0.0743344	0.5150445
MEPCE	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	5	0.1189279	0.4715705
EIF4A2	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	0.0064231	0.6173010
MEPCE	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	1	0.6658710	0.0864054
EIF4A2	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	1.0000000	0.0000000
MEPCE	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	0.9614594	0.0034179
MEPCE	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	11	0.9974013	0.0001829
EIF4A2	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	0.7292670	0.0544858
MEPCE	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	19	0.9715636	0.0022395
EIF4A2	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	0.0115343	0.5971433
MEPCE	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	1	0.0886547	0.4985039
EIF4A2	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	0.0372166	0.5543616
MEPCE	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	4	0.0327649	0.5603807
EIF4A2	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	0.0386795	0.5532375
MEPCE	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	5	0.0389889	0.5523352
EIF4A2	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	0.0877459	0.4992837
MEPCE	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	4	0.1514268	0.4408867
EIF4A2	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	0.9999995	0.0000000
MEPCE	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	23	0.9985204	0.0000920
EIF4A2	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	0.0527135	0.5356780
MEPCE	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	8	0.0061178	0.6183584
EIF4A2	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	0.2110625	0.3866662
MEPCE	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	7	0.1396902	0.4488345
EIF4A2	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	0.3395421	0.2711969
MEPCE	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	2	0.8021802	0.0340575
EIF4A2	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	0.2673590	0.3366046
MEPCE	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	1	0.3631186	0.2531838
EIF4A2	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	0.9998051	0.0000155
MEPCE	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	0.9816845	0.0015349
MEPCE	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	0.2043256	0.3919840
MEPCE	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	55	0.6626092	0.0883255
EIF4A2	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	0.0111130	0.5983024
MEPCE	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	1	0.0685640	0.5209711
EIF4A2	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	0.2113648	0.3859983
MEPCE	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	2	0.7438747	0.0487817
EIF4A2	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	0.0540049	0.5347294
MEPCE	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	2	0.0313019	0.5619214
EIF4A2	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	5	0.0387312	0.5530122
MEPCE	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	5	0.1541041	0.4370159
EIF4A2	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	1	0.0849938	0.5026473
MEPCE	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	1	0.2435818	0.3569156
EIF4A2	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1	0.3527718	0.2607052
MEPCE	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1	1.0000000	0.0000000
EIF4A2	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	2	0.0048752	0.6256120
MEPCE	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	2	0.0068569	0.6149919
EIF4A2	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	1	0.0555514	0.5328259
MEPCE	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	1	0.9666832	0.0027338
EIF4A2	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	4	0.4954874	0.1670402
MEPCE	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	4	0.7540391	0.0459678
EIF4A2	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	24	0.0898186	0.4974618
MEPCE	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	24	0.0340217	0.5579437
EIF4A2	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	2	0.0578773	0.5309108
MEPCE	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	2	0.1928487	0.4024300
EIF4A2	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	10	0.9956730	0.0003205
MEPCE	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	10	1.0000000	0.0000000
EIF4A2	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	15	0.2168652	0.3809479
MEPCE	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	15	0.2055425	0.3903279
EIF4A2	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	5	0.5385461	0.1401943
MEPCE	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	5	0.2861960	0.3218800
EIF4A2	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	2	0.0076420	0.6126577
MEPCE	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	2	0.1229083	0.4674132
EIF4A2	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	16	0.2195471	0.3775465
MEPCE	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	16	0.9814956	0.0015964
EIF4A2	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	15	0.1356790	0.4526195
MEPCE	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	15	0.1647215	0.4264099
EIF4A2	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	3	0.0093774	0.6060630
MEPCE	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	3	0.0030821	0.6365099
EIF4A2	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	4	0.1170444	0.4743165
MEPCE	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	4	0.7298262	0.0540065
EIF4A2	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	1	0.0093301	0.6062488
MEPCE	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	1	0.0064352	0.6171243
EIF4A2	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	2	0.1497754	0.4420675
MEPCE	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	2	0.1393357	0.4494194
EIF4A2	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	1	0.0042248	0.6286432
MEPCE	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	1	0.6588506	0.0911865
EIF4A2	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	2	0.0160883	0.5840120
MEPCE	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	2	0.0116341	0.5965617
EIF4A2	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	1	0.1295440	0.4589536
MEPCE	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	1	0.1644592	0.4267171
EIF4A2	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	1	0.6212269	0.1097637
MEPCE	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	1	0.6821599	0.0725912
EIF4A2	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	9	0.6563347	0.0926112
MEPCE	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	9	0.9999574	0.0000018
EIF4A2	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	1	0.0230916	0.5727400
MEPCE	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	1	0.0399479	0.5514307
EIF4A2	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	1	0.0633265	0.5251205
MEPCE	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	1	0.1281034	0.4609457
EIF4A2	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	6	0.9999939	0.0000003
