Bait	Prey	#Rep	AvgP	BFDR
EIF4A2	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	0.0012297	0.6040158
MEPCE	gi|14269586|gn|MRPS26:64949| 28S ribosomal protein S26, mitochondrial [Homo sapiens]	3	0.0030219	0.5732489
EIF4A2	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|14277700|gn|RPS12:6206| 40S ribosomal protein S12 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	0.0047691	0.5560620
MEPCE	gi|145309311|gn|USP9X:8239| probable ubiquitin carboxyl-terminal hydrolase FAF-X isoform 4 [Homo sapiens]	3	0.0808237	0.3937930
EIF4A2	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	0.0521978	0.4286843
MEPCE	gi|145580626|gn|E2F7:144455| transcription factor E2F7 [Homo sapiens]	3	0.0861481	0.3882375
EIF4A2	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	0.3837913	0.1707887
MEPCE	gi|14589951|gn|POLR2E:5434| DNA-directed RNA polymerases I, II, and III subunit RPABC1 [Homo sapiens]	3	0.0021394	0.5860467
EIF4A2	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	0.0000009	0.7279940
MEPCE	gi|14589953|gn|POLR2H:5437| DNA-directed RNA polymerases I, II, and III subunit RPABC3 [Homo sapiens]	3	0.0002970	0.6383640
EIF4A2	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	0.9987547	0.0000702
MEPCE	gi|14591909|gn|RPL5:6125| 60S ribosomal protein L5 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	0.0306321	0.4612369
MEPCE	gi|14670268|gn|RDBP:7936| negative elongation factor E [Homo sapiens]	3	0.3660165	0.1802638
EIF4A2	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	0.0002049	0.6480245
MEPCE	gi|14702180|gn|EIF4H:7458| eukaryotic translation initiation factor 4H isoform 2 [Homo sapiens]	3	0.0000006	0.7292496
EIF4A2	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	0.0000399	0.6875573
MEPCE	gi|148298764|gn|HMGCS1:3157| hydroxymethylglutaryl-CoA synthase, cytoplasmic [Homo sapiens]	3	0.0000167	0.7022626
EIF4A2	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	0.9999987	0.0000000
MEPCE	gi|148470406|gn|HNRNPF:3185| heterogeneous nuclear ribonucleoprotein F [Homo sapiens]	3	0.5884942	0.1070792
EIF4A2	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	0.0011179	0.6071416
MEPCE	gi|148491070|gn|CTPS1:1503| CTP synthase 1 [Homo sapiens]	3	0.0001832	0.6506910
EIF4A2	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	0.0339427	0.4539026
MEPCE	gi|148529014|gn|DDB1:1642| DNA damage-binding protein 1 [Homo sapiens]	3	0.6665899	0.0693908
EIF4A2	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	0.0000298	0.6933482
MEPCE	gi|148536855|gn|COPA:1314| coatomer subunit alpha isoform 1 [Homo sapiens]	3	0.0000186	0.7008824
EIF4A2	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	0.2032148	0.2996320
MEPCE	gi|148539642|gn|ALKBH5:54890| probable alpha-ketoglutarate-dependent dioxygenase ABH5 [Homo sapiens]	3	0.1321661	0.3466736
EIF4A2	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	0.1079459	0.3696601
MEPCE	gi|148539872|gn|ACAT2:39| acetyl-CoA acetyltransferase, cytosolic [Homo sapiens]	3	0.0423071	0.4432822
EIF4A2	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	0.0004369	0.6288020
MEPCE	gi|148596949|gn|NOLC1:9221| nucleolar and coiled-body phosphoprotein 1 [Homo sapiens]	3	0.6388564	0.0862004
EIF4A2	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	0.0004619	0.6270875
MEPCE	gi|148612885|gn|ARL2:402| ADP-ribosylation factor-like protein 2 isoform 1 [Homo sapiens]	3	0.0001040	0.6646649
EIF4A2	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|148613856|gn|DDX17:10521| probable ATP-dependent RNA helicase DDX17 isoform 3 [Homo sapiens]	3	0.9999984	0.0000000
EIF4A2	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	0.0001379	0.6588150
MEPCE	gi|148664244|gn|CKAP2:26586| cytoskeleton-associated protein 2 isoform 1 [Homo sapiens]	3	0.5764759	0.1098289
EIF4A2	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	0.1422375	0.3390113
MEPCE	gi|148727331|gn|USP5:8078| ubiquitin carboxyl-terminal hydrolase 5 isoform 1 [Homo sapiens]	3	0.1306952	0.3483074
EIF4A2	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	0.6591880	0.0783696
MEPCE	gi|148727341|gn|STRAP:11171| serine-threonine kinase receptor-associated protein [Homo sapiens]	3	0.6320340	0.0893694
EIF4A2	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	0.6039037	0.1011533
MEPCE	gi|148839362|gn|LSM14B:149986| protein LSM14 homolog B [Homo sapiens]	3	0.7735169	0.0186630
EIF4A2	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	0.1694127	0.3188795
MEPCE	gi|149193321|gn|GRSF1:2926| G-rich sequence factor 1 isoform 1 [Homo sapiens]	3	0.1291916	0.3493931
EIF4A2	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	0.3094053	0.2480686
MEPCE	gi|149363664|gn|SEPT8:23176| septin-8 isoform d [Homo sapiens]	3	0.2508689	0.2725289
EIF4A2	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	0.1647217	0.3211400
MEPCE	gi|149588928|gn|SLAIN2:57606| SLAIN motif-containing protein 2 [Homo sapiens]	3	0.9966753	0.0001729
EIF4A2	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	0.1701429	0.3177473
MEPCE	gi|149999611|gn|SRP14:6727| signal recognition particle 14 kDa protein [Homo sapiens]	3	0.6109844	0.0979146
EIF4A2	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|15011936|gn|RPS26:6231| 40S ribosomal protein S26 [Homo sapiens]	3	0.6933047	0.0371479
EIF4A2	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	0.1600296	0.3256459
MEPCE	gi|150378533|gn|USP7:7874| ubiquitin carboxyl-terminal hydrolase 7 [Homo sapiens]	3	0.0196845	0.4859098
EIF4A2	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	0.9999453	0.0000019
MEPCE	gi|15055539|gn|RPS2:6187| 40S ribosomal protein S2 [Homo sapiens]	3	0.6629512	0.0762861
EIF4A2	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	0.1180307	0.3596122
MEPCE	gi|15082234|gn|LDHAL6B:92483| L-lactate dehydrogenase A-like 6B [Homo sapiens]	3	0.0559499	0.4235452
EIF4A2	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	0.0868177	0.3877293
MEPCE	gi|15100175|gn|AGPAT1:10554| 1-acyl-sn-glycerol-3-phosphate acyltransferase alpha [Homo sapiens]	3	0.1183671	0.3590784
EIF4A2	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	0.0000169	0.7017121
MEPCE	gi|151101337|gn|CCDC43:124808| coiled-coil domain-containing protein 43 isoform 1 [Homo sapiens]	3	0.0073520	0.5318715
EIF4A2	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	0.0058256	0.5449109
MEPCE	gi|151101407|gn|PTMA:5757| prothymosin alpha isoform 1 [Homo sapiens]	3	0.0584556	0.4192849
EIF4A2	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	0.0080239	0.5261126
MEPCE	gi|151301053|gn|RBM33:155435| RNA-binding protein 33 [Homo sapiens]	3	0.0638685	0.4115958
EIF4A2	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	0.0000318	0.6911465
MEPCE	gi|151301219|gn|PRMT1:3276| protein arginine N-methyltransferase 1 isoform 3 [Homo sapiens]	3	0.0000041	0.7170184
EIF4A2	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0045740	0.5575693
MEPCE	gi|15149476|gn|RARS:5917| arginine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0000239	0.6965211
EIF4A2	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	0.3503960	0.1910180
MEPCE	gi|15208660|gn|TRIM21:6737| E3 ubiquitin-protein ligase TRIM21 [Homo sapiens]	3	0.6185575	0.0946945
EIF4A2	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	0.0000192	0.7004658
MEPCE	gi|153070260|gn|MARCKS:4082| myristoylated alanine-rich C-kinase substrate [Homo sapiens]	3	0.0002532	0.6429635
EIF4A2	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	0.9715315	0.0016298
MEPCE	gi|153252132|gn|RPL31:6160| 60S ribosomal protein L31 isoform 3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	0.0000000	0.7363309
MEPCE	gi|153266822|gn|ALDH1A3:220| aldehyde dehydrogenase family 1 member A3 [Homo sapiens]	3	0.0000001	0.7329477
EIF4A2	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	0.0001768	0.6510686
MEPCE	gi|153791298|gn|WDR83:84292| WD repeat domain-containing protein 83 [Homo sapiens]	3	0.0000006	0.7293632
EIF4A2	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	0.0000093	0.7104140
MEPCE	gi|153945728|gn|MAP1B:4131| microtubule-associated protein 1B [Homo sapiens]	3	0.1840468	0.3121136
EIF4A2	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	0.0003944	0.6313445
MEPCE	gi|154146191|gn|HSP90AA1:3320| heat shock protein HSP 90-alpha isoform 2 [Homo sapiens]	3	0.0001614	0.6546160
EIF4A2	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	0.3370702	0.2154530
MEPCE	gi|154146193|gn|PNISR:25957| arginine/serine-rich protein PNISR [Homo sapiens]	3	0.0078187	0.5291782
EIF4A2	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	0.9893399	0.0004214
MEPCE	gi|15431301|gn|RPL7:6129| 60S ribosomal protein L7 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	0.1542080	0.3295692
MEPCE	gi|15431303|gn|RPL9:6133| 60S ribosomal protein L9 [Homo sapiens]	3	0.9656478	0.0018910
EIF4A2	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	0.9994438	0.0000275
MEPCE	gi|15431306|gn|RPL8:6132| 60S ribosomal protein L8 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	0.0056622	0.5458609
MEPCE	gi|154355000|gn|KHSRP:8570| far upstream element-binding protein 2 [Homo sapiens]	3	0.0001339	0.6595349
EIF4A2	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	0.0041034	0.5605554
MEPCE	gi|155969697|gn|KRT6C:286887| keratin, type II cytoskeletal 6C [Homo sapiens]	3	0.6670821	0.0627115
EIF4A2	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	0.0003194	0.6365319
MEPCE	gi|156104891|gn|GTF2F1:2962| general transcription factor IIF subunit 1 [Homo sapiens]	3	0.0035090	0.5675688
EIF4A2	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	0.0004460	0.6283748
MEPCE	gi|156142178|gn|CCDC59:29080| thyroid transcription factor 1-associated protein 26 [Homo sapiens]	3	0.6658232	0.0741984
EIF4A2	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|156151392|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 4 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|156151394|gn|HNRNPR:10236| heterogeneous nuclear ribonucleoprotein R isoform 1 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	0.1248501	0.3537209
MEPCE	gi|156523968|gn|PARP1:142| poly [ADP-ribose] polymerase 1 [Homo sapiens]	3	0.5423412	0.1183842
EIF4A2	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	0.0072313	0.5332072
MEPCE	gi|156630992|gn|OTUD4:54726| OTU domain-containing protein 4 isoform 3 [Homo sapiens]	3	0.0683889	0.4062277
EIF4A2	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	0.0000095	0.7102839
MEPCE	gi|156631005|gn|PSMD8:5714| 26S proteasome non-ATPase regulatory subunit 8 [Homo sapiens]	3	0.0000167	0.7021252
EIF4A2	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	0.0001446	0.6571841
MEPCE	gi|156713442|gn|PSMA4:5685| proteasome subunit alpha type-4 isoform 1 [Homo sapiens]	3	0.0000755	0.6731564
EIF4A2	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	0.0053826	0.5496228
MEPCE	gi|157168362|gn|PNP:4860| purine nucleoside phosphorylase [Homo sapiens]	3	0.0022990	0.5820442
EIF4A2	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|157412270|gn|HNRNPM:4670| heterogeneous nuclear ribonucleoprotein M isoform b [Homo sapiens]	3	0.8375387	0.0117013
EIF4A2	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	0.0000077	0.7122222
MEPCE	gi|157502193|gn|PSMD13:5719| 26S proteasome non-ATPase regulatory subunit 13 isoform 1 [Homo sapiens]	3	0.0000036	0.7187454
EIF4A2	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	0.0329233	0.4573737
MEPCE	gi|157649073|gn|CAP1:10487| adenylyl cyclase-associated protein 1 [Homo sapiens]	3	0.0000184	0.7010210
EIF4A2	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	0.3333382	0.2292791
MEPCE	gi|157694494|gn|MYBBP1A:10514| myb-binding protein 1A isoform 1 [Homo sapiens]	3	0.9158960	0.0037990
EIF4A2	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	0.2064324	0.2967735
MEPCE	gi|157739942|gn|GEMIN5:25929| gem-associated protein 5 isoform 1 [Homo sapiens]	3	0.2734935	0.2650723
EIF4A2	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	0.9997042	0.0000141
MEPCE	gi|157743259|gn|HMX3:340784| homeobox protein HMX3 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	0.9995341	0.0000203
MEPCE	gi|157817073|gn|CDK12:51755| cyclin-dependent kinase 12 isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	0.0001351	0.6591753
MEPCE	gi|160420317|gn|FLNA:2316| filamin-A isoform 2 [Homo sapiens]	3	0.2937511	0.2565697
EIF4A2	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	0.0006407	0.6198466
MEPCE	gi|16117789|gn|RPL34:6164| 60S ribosomal protein L34 [Homo sapiens]	3	0.0198640	0.4847207
EIF4A2	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	0.1628053	0.3228342
MEPCE	gi|16117794|gn|RPL36:25873| 60S ribosomal protein L36 [Homo sapiens]	3	0.5962762	0.1049088
EIF4A2	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	0.0063399	0.5388038
MEPCE	gi|161702986|gn|EZR:7430| ezrin [Homo sapiens]	3	0.0018910	0.5897155
EIF4A2	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	0.0016052	0.5968647
MEPCE	gi|162329583|gn|CPSF6:11052| cleavage and polyadenylation specificity factor subunit 6 [Homo sapiens]	3	0.0006053	0.6209616
EIF4A2	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.0602288	0.4164174
MEPCE	gi|16306548|gn|SARS:6301| serine--tRNA ligase, cytoplasmic [Homo sapiens]	3	0.1751145	0.3160519
EIF4A2	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	0.3498749	0.1916846
MEPCE	gi|16332358|gn|CDK11B:984| cyclin-dependent kinase 11B isoform 2 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	0.0000013	0.7257976
MEPCE	gi|163965364|gn|NACA:4666| nascent polypeptide-associated complex subunit alpha isoform b [Homo sapiens]	3	0.0000200	0.6996292
EIF4A2	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	0.0378126	0.4477411
MEPCE	gi|164419743|gn|DDX54:79039| ATP-dependent RNA helicase DDX54 isoform 1 [Homo sapiens]	3	0.9518777	0.0026784
EIF4A2	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	0.8700362	0.0081630
MEPCE	gi|164698502|gn|SEPT9:10801| septin-9 isoform d [Homo sapiens]	3	0.9873783	0.0005186
EIF4A2	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	0.0000004	0.7307186
MEPCE	gi|16507237|gn|HSPA5:3309| 78 kDa glucose-regulated protein precursor [Homo sapiens]	3	0.0000001	0.7330582
EIF4A2	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	0.0039840	0.5614440
MEPCE	gi|16554604|gn|MRPS23:51649| 28S ribosomal protein S23, mitochondrial [Homo sapiens]	3	0.1400585	0.3417585
EIF4A2	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	0.8637233	0.0091448
MEPCE	gi|16579885|gn|RPL4:6124| 60S ribosomal protein L4 [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	0.0000008	0.7282232
MEPCE	gi|166197712|gn|LSM14A:26065| protein LSM14 homolog A isoform a [Homo sapiens]	3	0.0000000	0.7347047
EIF4A2	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	0.2711003	0.2662092
MEPCE	gi|166235169|gn|PRPF38B:55119| pre-mRNA-splicing factor 38B [Homo sapiens]	3	0.0018557	0.5912684
EIF4A2	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	0.0000102	0.7089772
MEPCE	gi|166795297|gn|DYNC1LI1:51143| cytoplasmic dynein 1 light intermediate chain 1 [Homo sapiens]	3	0.0000631	0.6757837
EIF4A2	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	0.0021816	0.5855174
MEPCE	gi|167234419|gn|THRAP3:9967| thyroid hormone receptor-associated protein 3 [Homo sapiens]	3	0.6528866	0.0825302
EIF4A2	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	0.0000099	0.7095013
MEPCE	gi|167466173|gn|HSPA1B:3304| heat shock 70 kDa protein 1A/1B [Homo sapiens]	3	0.0000193	0.7003267
EIF4A2	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	0.0000039	0.7176376
MEPCE	gi|167614488|gn|TBC1D10B:26000| TBC1 domain family member 10B [Homo sapiens]	3	0.0000007	0.7287944
EIF4A2	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	0.0009645	0.6109225
MEPCE	gi|168229174|gn|RBM27:54439| RNA-binding protein 27 [Homo sapiens]	3	0.6543067	0.0814950
EIF4A2	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	0.0061725	0.5397787
MEPCE	gi|168229250|gn|ASNS:440| asparagine synthetase [glutamine-hydrolyzing] isoform a [Homo sapiens]	3	0.0042605	0.5593654
EIF4A2	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	0.0483299	0.4333058
MEPCE	gi|16950593|gn|MRPS21:54460| 28S ribosomal protein S21, mitochondrial [Homo sapiens]	3	0.2124620	0.2927583
EIF4A2	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.0001741	0.6518214
MEPCE	gi|16950603|gn|MRPS35:60488| 28S ribosomal protein S35, mitochondrial isoform 1 precursor [Homo sapiens]	3	0.6664221	0.0704731
EIF4A2	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	0.0003635	0.6332288
MEPCE	gi|169646441|gn|GDI2:2665| rab GDP dissociation inhibitor beta isoform 2 [Homo sapiens]	3	0.0002830	0.6395752
EIF4A2	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	0.0974412	0.3769353
MEPCE	gi|170763479|gn|MMS19:64210| MMS19 nucleotide excision repair protein homolog [Homo sapiens]	3	0.1194943	0.3580099
EIF4A2	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	0.5868536	0.1076247
MEPCE	gi|170763498|gn|SET:6418| protein SET isoform 2 [Homo sapiens]	3	0.6147848	0.0963030
EIF4A2	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	0.2449716	0.2765636
MEPCE	gi|17105394|gn|RPL23A:6147| 60S ribosomal protein L23a [Homo sapiens]	3	1.0000000	0.0000000
EIF4A2	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	0.0153549	0.4960242
MEPCE	gi|171460948|gn|TSC22D1:8848| TSC22 domain family protein 1 isoform 1 [Homo sapiens]	3	0.0274343	0.4671625
EIF4A2	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	0.0137942	0.5009580
MEPCE	gi|17149828|gn|NAA15:80155| N-alpha-acetyltransferase 15, NatA auxiliary subunit [Homo sapiens]	3	0.0395796	0.4455147
EIF4A2	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|171543895|gn|ATXN2:6311| ataxin-2 [Homo sapiens]	3	0.6664693	0.0699330
EIF4A2	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	1.0000000	0.0000000
MEPCE	gi|17158044|gn|RPS6:6194| 40S ribosomal protein S6 [Homo sapiens]	3	0.9992653	0.0000377
EIF4A2	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	0.0005187	0.6242679
MEPCE	gi|17402900|gn|FUBP1:8880| far upstream element-binding protein 1 [Homo sapiens]	3	0.0429326	0.4419369
EIF4A2	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	0.0000301	0.6927641
MEPCE	gi|17402904|gn|EXOSC6:118460| exosome complex component MTR3 [Homo sapiens]	3	0.0000021	0.7224954
EIF4A2	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	0.0000839	0.6701494
MEPCE	gi|178056552|gn|NCAPD2:9918| condensin complex subunit 1 [Homo sapiens]	3	0.3334962	0.2286938
